Tanggal;Provinsi;Gejala Positif;Total
2021-04-30;SUMATERA BARAT;Batuk;11079
2021-05-01;SUMATERA BARAT;Batuk;11133
2021-05-02;SUMATERA BARAT;Batuk;11214
2021-05-04;SUMATERA BARAT;Batuk;11275
2021-05-06;SUMATERA BARAT;Batuk;11478
2021-05-08;SUMATERA BARAT;Batuk;11653
2021-05-10;SUMATERA BARAT;Batuk;11803
2021-05-13;SUMATERA BARAT;Batuk;12033
2021-05-14;SUMATERA BARAT;Batuk;12033
2021-05-16;SUMATERA BARAT;Batuk;12076
2021-05-19;SUMATERA BARAT;Batuk;12271
2021-05-25;SUMATERA BARAT;Batuk;12817
2021-05-26;SUMATERA BARAT;Batuk;12904
2021-05-29;SUMATERA BARAT;Batuk;13157
2021-05-31;SUMATERA BARAT;Batuk;13277
2021-06-02;SUMATERA BARAT;Batuk;13400
2021-06-10;SUMATERA BARAT;Batuk;14099
2021-06-12;SUMATERA BARAT;Batuk;14252
2021-06-13;SUMATERA BARAT;Batuk;14332
2021-03-24;SUMATERA SELATAN;Batuk;5115
2021-03-28;SUMATERA SELATAN;Batuk;5233
2021-04-07;SUMATERA SELATAN;Batuk;5456
2021-04-12;SUMATERA SELATAN;Batuk;5570
2021-04-15;SUMATERA SELATAN;Batuk;5630
2021-04-16;SUMATERA SELATAN;Batuk;5653
2021-04-17;SUMATERA SELATAN;Batuk;5691
2021-04-18;SUMATERA SELATAN;Batuk;5721
2021-04-19;SUMATERA SELATAN;Batuk;5755
2021-04-20;SUMATERA SELATAN;Batuk;5783
2021-04-21;SUMATERA SELATAN;Batuk;5816
2021-04-22;SUMATERA SELATAN;Batuk;5852
2021-04-23;SUMATERA SELATAN;Batuk;5882
2021-04-24;SUMATERA SELATAN;Batuk;5920
2021-04-25;SUMATERA SELATAN;Batuk;5963
2021-04-26;SUMATERA SELATAN;Batuk;5993
2021-04-27;SUMATERA SELATAN;Batuk;6020
2021-04-30;SUMATERA SELATAN;Batuk;6134
2021-05-01;SUMATERA SELATAN;Batuk;6179
2021-05-02;SUMATERA SELATAN;Batuk;6218
2021-05-04;SUMATERA SELATAN;Batuk;6285
2021-05-06;SUMATERA SELATAN;Batuk;6362
2021-05-08;SUMATERA SELATAN;Batuk;6450
2021-05-10;SUMATERA SELATAN;Batuk;6531
2021-05-13;SUMATERA SELATAN;Batuk;6629
2021-05-14;SUMATERA SELATAN;Batuk;6649
2021-05-16;SUMATERA SELATAN;Batuk;6694
2021-05-19;SUMATERA SELATAN;Batuk;6769
2021-05-25;SUMATERA SELATAN;Batuk;7031
2021-05-26;SUMATERA SELATAN;Batuk;7078
2021-05-29;SUMATERA SELATAN;Batuk;7220
2021-05-31;SUMATERA SELATAN;Batuk;7300
2021-06-02;SUMATERA SELATAN;Batuk;7383
2021-06-10;SUMATERA SELATAN;Batuk;7729
2021-06-12;SUMATERA SELATAN;Batuk;7822
2021-06-13;SUMATERA SELATAN;Batuk;7867
2021-03-24;SUMATERA UTARA;Batuk;8045
2021-03-28;SUMATERA UTARA;Batuk;8136
2021-04-07;SUMATERA UTARA;Batuk;8354
2021-04-12;SUMATERA UTARA;Batuk;8466
2021-04-15;SUMATERA UTARA;Batuk;8525
2021-04-16;SUMATERA UTARA;Batuk;8544
2021-04-17;SUMATERA UTARA;Batuk;8563
2021-04-18;SUMATERA UTARA;Batuk;8582
2021-04-19;SUMATERA UTARA;Batuk;8602
2021-04-20;SUMATERA UTARA;Batuk;8622
2021-04-21;SUMATERA UTARA;Batuk;8643
2021-04-22;SUMATERA UTARA;Batuk;8663
2021-04-23;SUMATERA UTARA;Batuk;8682
2021-04-24;SUMATERA UTARA;Batuk;8701
2021-04-25;SUMATERA UTARA;Batuk;8720
2021-04-26;SUMATERA UTARA;Batuk;8741
2021-04-27;SUMATERA UTARA;Batuk;8759
2021-04-30;SUMATERA UTARA;Batuk;8820
2021-05-01;SUMATERA UTARA;Batuk;8837
2021-05-02;SUMATERA UTARA;Batuk;8857
2021-05-04;SUMATERA UTARA;Batuk;8896
2021-05-06;SUMATERA UTARA;Batuk;8942
2021-05-08;SUMATERA UTARA;Batuk;8995
2021-05-10;SUMATERA UTARA;Batuk;9044
2021-05-13;SUMATERA UTARA;Batuk;9117
2021-05-14;SUMATERA UTARA;Batuk;9143
2021-05-16;SUMATERA UTARA;Batuk;9190
2021-05-19;SUMATERA UTARA;Batuk;9273
2021-05-25;SUMATERA UTARA;Batuk;9442
2021-05-26;SUMATERA UTARA;Batuk;9467
2021-05-29;SUMATERA UTARA;Batuk;9547
2021-05-31;SUMATERA UTARA;Batuk;9598
2021-06-02;SUMATERA UTARA;Batuk;9654
2021-06-10;SUMATERA UTARA;Batuk;9908
2021-06-12;SUMATERA UTARA;Batuk;9972
2021-06-13;SUMATERA UTARA;Batuk;9994
2021-03-24;ACEH;Demam;979
2021-03-28;ACEH;Demam;985
2021-04-07;ACEH;Demam;999
2021-04-12;ACEH;Demam;1011
2021-04-15;ACEH;Demam;1020
2021-04-16;ACEH;Demam;1022
2021-04-17;ACEH;Demam;1026
2021-04-18;ACEH;Demam;1030
2021-04-19;ACEH;Demam;1031
2021-04-20;ACEH;Demam;1037
2021-04-21;ACEH;Demam;1043
2021-04-22;ACEH;Demam;1052
2021-04-23;ACEH;Demam;1061
2021-04-24;ACEH;Demam;1065
2021-04-25;ACEH;Demam;1068
2021-04-26;ACEH;Demam;1074
2021-04-27;ACEH;Demam;1081
2021-04-30;ACEH;Demam;1105
2021-05-01;ACEH;Demam;1117
2021-05-02;ACEH;Demam;1124
2021-05-04;ACEH;Demam;1139
2021-05-06;ACEH;Demam;1159
2021-05-08;ACEH;Demam;1180
2021-05-10;ACEH;Demam;1190
2021-05-13;ACEH;Demam;1215
2021-05-14;ACEH;Demam;1216
2021-05-16;ACEH;Demam;1225
2021-05-19;ACEH;Demam;1262
2021-05-25;ACEH;Demam;1358
2021-05-26;ACEH;Demam;1385
2021-05-29;ACEH;Demam;1463
2021-05-31;ACEH;Demam;1502
2021-06-02;ACEH;Demam;1524
2021-06-10;ACEH;Demam;1683
2021-06-12;ACEH;Demam;1722
2021-06-13;ACEH;Demam;1738
2021-03-24;BALI;Demam;3853
2021-03-28;BALI;Demam;3917
2021-04-07;BALI;Demam;4105
2021-04-12;BALI;Demam;4190
2021-04-15;BALI;Demam;4238
2021-04-16;BALI;Demam;4259
2021-04-17;BALI;Demam;4276
2021-04-18;BALI;Demam;4293
2021-04-19;BALI;Demam;4308
2021-04-20;BALI;Demam;4329
2021-04-21;BALI;Demam;4349
2021-04-22;BALI;Demam;4365
2021-04-23;BALI;Demam;4379
2021-04-24;BALI;Demam;4392
2021-04-25;BALI;Demam;4398
2021-04-26;BALI;Demam;4409
2021-04-27;BALI;Demam;4424
2021-04-30;BALI;Demam;4467
2021-05-01;BALI;Demam;4481
2021-05-02;BALI;Demam;4490
2021-05-04;BALI;Demam;4515
2021-05-06;BALI;Demam;4543
2021-05-08;BALI;Demam;4566
2021-05-10;BALI;Demam;4583
2021-05-13;BALI;Demam;4612
2021-05-14;BALI;Demam;4617
2021-05-16;BALI;Demam;4629
2021-05-19;BALI;Demam;4656
2021-05-25;BALI;Demam;4697
2021-05-26;BALI;Demam;4703
2021-05-29;BALI;Demam;4717
2021-05-31;BALI;Demam;4726
2021-06-02;BALI;Demam;4732
2021-06-10;BALI;Demam;4764
2021-06-12;BALI;Demam;4771
2021-06-13;BALI;Demam;4775
2021-03-24;BANTEN;Demam;3560
2021-03-28;BANTEN;Demam;3616
2021-04-07;BANTEN;Demam;4453
2021-04-12;BANTEN;Demam;4533
2021-04-15;BANTEN;Demam;4568
2021-04-16;BANTEN;Demam;4584
2021-04-17;BANTEN;Demam;4594
2021-04-18;BANTEN;Demam;4599
2021-04-19;BANTEN;Demam;4606
2021-04-20;BANTEN;Demam;4617
2021-04-21;BANTEN;Demam;4624
2021-04-22;BANTEN;Demam;4634
2021-04-23;BANTEN;Demam;4652
2021-04-24;BANTEN;Demam;4657
2021-04-25;BANTEN;Demam;4665
2021-04-26;BANTEN;Demam;4687
2021-04-27;BANTEN;Demam;4710
2021-04-30;BANTEN;Demam;4734
2021-05-01;BANTEN;Demam;4740
2021-05-02;BANTEN;Demam;4745
2021-05-04;BANTEN;Demam;4769
2021-05-06;BANTEN;Demam;4783
2021-05-08;BANTEN;Demam;4798
2021-05-10;BANTEN;Demam;4813
2021-05-13;BANTEN;Demam;4830
2021-05-14;BANTEN;Demam;4834
2021-05-16;BANTEN;Demam;4843
2021-05-19;BANTEN;Demam;4856
2021-05-25;BANTEN;Demam;4895
2021-05-26;BANTEN;Demam;4900
2021-05-29;BANTEN;Demam;4928
2021-05-31;BANTEN;Demam;4948
2021-06-02;BANTEN;Demam;4966
2021-06-10;BANTEN;Demam;5058
2021-06-12;BANTEN;Demam;5100
2021-06-13;BANTEN;Demam;5120
2021-03-24;BENGKULU;Demam;532
2021-03-28;BENGKULU;Demam;536
2021-04-07;BENGKULU;Demam;562
2021-04-12;BENGKULU;Demam;580
2021-04-15;BENGKULU;Demam;589
2021-04-16;BENGKULU;Demam;594
2021-04-17;BENGKULU;Demam;600
2021-04-18;BENGKULU;Demam;609
2021-04-19;BENGKULU;Demam;612
2021-04-20;BENGKULU;Demam;617
2021-04-21;BENGKULU;Demam;625
2021-04-22;BENGKULU;Demam;627
2021-04-23;BENGKULU;Demam;636
2021-04-24;BENGKULU;Demam;640
2021-04-25;BENGKULU;Demam;652
2021-04-26;BENGKULU;Demam;656
2021-04-27;BENGKULU;Demam;663
2021-04-30;BENGKULU;Demam;678
2021-05-01;BENGKULU;Demam;688
2021-05-02;BENGKULU;Demam;696
2021-05-04;BENGKULU;Demam;702
2021-05-06;BENGKULU;Demam;711
2021-05-08;BENGKULU;Demam;725
2021-05-10;BENGKULU;Demam;730
2021-05-13;BENGKULU;Demam;740
2021-05-14;BENGKULU;Demam;743
2021-05-16;BENGKULU;Demam;744
2021-05-19;BENGKULU;Demam;751
2021-05-25;BENGKULU;Demam;779
2021-05-26;BENGKULU;Demam;782
2021-05-29;BENGKULU;Demam;799
2021-05-31;BENGKULU;Demam;807
2021-06-02;BENGKULU;Demam;813
2021-06-10;BENGKULU;Demam;846
2021-06-12;BENGKULU;Demam;857
2021-06-13;BENGKULU;Demam;867
2021-03-24;DAERAH ISTIMEWA YOGYAKARTA;Demam;3205
2021-03-28;DAERAH ISTIMEWA YOGYAKARTA;Demam;3281
2021-04-07;DAERAH ISTIMEWA YOGYAKARTA;Demam;3478
2021-04-12;DAERAH ISTIMEWA YOGYAKARTA;Demam;3572
2021-04-15;DAERAH ISTIMEWA YOGYAKARTA;Demam;3646
2021-04-16;DAERAH ISTIMEWA YOGYAKARTA;Demam;3668
2021-04-17;DAERAH ISTIMEWA YOGYAKARTA;Demam;3684
2021-04-18;DAERAH ISTIMEWA YOGYAKARTA;Demam;3698
2021-04-19;DAERAH ISTIMEWA YOGYAKARTA;Demam;3715
2021-04-20;DAERAH ISTIMEWA YOGYAKARTA;Demam;3736
2021-04-21;DAERAH ISTIMEWA YOGYAKARTA;Demam;3759
2021-04-22;DAERAH ISTIMEWA YOGYAKARTA;Demam;3785
2021-04-23;DAERAH ISTIMEWA YOGYAKARTA;Demam;3798
2021-04-24;DAERAH ISTIMEWA YOGYAKARTA;Demam;3813
2021-04-25;DAERAH ISTIMEWA YOGYAKARTA;Demam;3836
2021-04-26;DAERAH ISTIMEWA YOGYAKARTA;Demam;3854
2021-04-27;DAERAH ISTIMEWA YOGYAKARTA;Demam;3870
2021-04-30;DAERAH ISTIMEWA YOGYAKARTA;Demam;3952
2021-05-01;DAERAH ISTIMEWA YOGYAKARTA;Demam;3964
2021-05-02;DAERAH ISTIMEWA YOGYAKARTA;Demam;3982
2021-05-04;DAERAH ISTIMEWA YOGYAKARTA;Demam;4014
2021-05-06;DAERAH ISTIMEWA YOGYAKARTA;Demam;4060
2021-05-08;DAERAH ISTIMEWA YOGYAKARTA;Demam;4092
2021-05-10;DAERAH ISTIMEWA YOGYAKARTA;Demam;4120
2021-05-13;DAERAH ISTIMEWA YOGYAKARTA;Demam;4168
2021-05-14;DAERAH ISTIMEWA YOGYAKARTA;Demam;4178
2021-05-16;DAERAH ISTIMEWA YOGYAKARTA;Demam;4201
2021-05-19;DAERAH ISTIMEWA YOGYAKARTA;Demam;4252
2021-05-25;DAERAH ISTIMEWA YOGYAKARTA;Demam;4365
2021-05-26;DAERAH ISTIMEWA YOGYAKARTA;Demam;4384
2021-05-29;DAERAH ISTIMEWA YOGYAKARTA;Demam;4441
2021-05-31;DAERAH ISTIMEWA YOGYAKARTA;Demam;4475
2021-06-02;DAERAH ISTIMEWA YOGYAKARTA;Demam;4523
2021-06-10;DAERAH ISTIMEWA YOGYAKARTA;Demam;4743
2021-06-12;DAERAH ISTIMEWA YOGYAKARTA;Demam;4829
2021-06-13;DAERAH ISTIMEWA YOGYAKARTA;Demam;4875
2021-03-24;DKI JAKARTA;Demam;37376
2021-03-28;DKI JAKARTA;Demam;37969
2021-04-07;DKI JAKARTA;Demam;38834
2021-04-12;DKI JAKARTA;Demam;39329
2021-04-15;DKI JAKARTA;Demam;39611
2021-04-16;DKI JAKARTA;Demam;39709
2021-04-17;DKI JAKARTA;Demam;39813
2021-04-18;DKI JAKARTA;Demam;39908
2021-04-19;DKI JAKARTA;Demam;40005
2021-04-20;DKI JAKARTA;Demam;40051
2021-04-21;DKI JAKARTA;Demam;40111
2021-04-22;DKI JAKARTA;Demam;40238
2021-04-23;DKI JAKARTA;Demam;40326
2021-04-24;DKI JAKARTA;Demam;40417
2021-04-25;DKI JAKARTA;Demam;40506
2021-04-26;DKI JAKARTA;Demam;40581
2021-04-27;DKI JAKARTA;Demam;40621
2021-04-30;DKI JAKARTA;Demam;40862
2021-05-01;DKI JAKARTA;Demam;40955
2021-05-02;DKI JAKARTA;Demam;41040
2021-05-04;DKI JAKARTA;Demam;41157
2021-05-06;DKI JAKARTA;Demam;41332
2021-05-08;DKI JAKARTA;Demam;41484
2021-05-10;DKI JAKARTA;Demam;41634
2021-05-13;DKI JAKARTA;Demam;41819
2021-05-14;DKI JAKARTA;Demam;41882
2021-05-16;DKI JAKARTA;Demam;41921
2021-05-19;DKI JAKARTA;Demam;42046
2021-05-25;DKI JAKARTA;Demam;42521
2021-05-26;DKI JAKARTA;Demam;42583
2021-05-29;DKI JAKARTA;Demam;42827
2021-05-31;DKI JAKARTA;Demam;43006
2021-06-02;DKI JAKARTA;Demam;43118
2021-06-10;DKI JAKARTA;Demam;44055
2021-06-12;DKI JAKARTA;Demam;44530
2021-06-13;DKI JAKARTA;Demam;44807
2021-03-24;GORONTALO;Demam;508
2021-03-28;GORONTALO;Demam;512
2021-04-07;GORONTALO;Demam;523
2021-04-12;GORONTALO;Demam;526
2021-04-15;GORONTALO;Demam;530
2021-04-16;GORONTALO;Demam;530
2021-04-17;GORONTALO;Demam;532
2021-04-18;GORONTALO;Demam;532
2021-04-19;GORONTALO;Demam;532
2021-04-20;GORONTALO;Demam;533
2021-04-21;GORONTALO;Demam;533
2021-04-22;GORONTALO;Demam;534
2021-04-23;GORONTALO;Demam;534
2021-04-24;GORONTALO;Demam;535
2021-04-25;GORONTALO;Demam;535
2021-04-26;GORONTALO;Demam;536
2021-04-27;GORONTALO;Demam;536
2021-04-30;GORONTALO;Demam;539
2021-05-01;GORONTALO;Demam;540
2021-05-02;GORONTALO;Demam;540
2021-05-04;GORONTALO;Demam;541
2021-05-06;GORONTALO;Demam;542
2021-05-08;GORONTALO;Demam;542
2021-05-10;GORONTALO;Demam;542
2021-05-13;GORONTALO;Demam;543
2021-05-14;GORONTALO;Demam;543
2021-05-16;GORONTALO;Demam;544
2021-05-19;GORONTALO;Demam;545
2021-05-25;GORONTALO;Demam;547
2021-05-26;GORONTALO;Demam;547
2021-05-29;GORONTALO;Demam;549
2021-05-31;GORONTALO;Demam;551
2021-06-02;GORONTALO;Demam;551
2021-06-10;GORONTALO;Demam;554
2021-06-12;GORONTALO;Demam;555
2021-06-13;GORONTALO;Demam;556
2021-03-24;JAMBI;Demam;597
2021-03-28;JAMBI;Demam;613
2021-04-07;JAMBI;Demam;651
2021-04-12;JAMBI;Demam;665
2021-04-15;JAMBI;Demam;679
2021-04-16;JAMBI;Demam;684
2021-04-17;JAMBI;Demam;691
2021-04-18;JAMBI;Demam;695
2021-04-19;JAMBI;Demam;698
2021-04-20;JAMBI;Demam;705
2021-04-21;JAMBI;Demam;711
2021-04-22;JAMBI;Demam;720
2021-04-23;JAMBI;Demam;724
2021-04-24;JAMBI;Demam;730
2021-04-25;JAMBI;Demam;733
2021-04-26;JAMBI;Demam;738
2021-04-27;JAMBI;Demam;741
2021-04-30;JAMBI;Demam;767
2021-05-01;JAMBI;Demam;773
2021-05-02;JAMBI;Demam;781
2021-05-04;JAMBI;Demam;794
2021-05-06;JAMBI;Demam;813
2021-05-08;JAMBI;Demam;830
2021-05-10;JAMBI;Demam;845
2021-05-13;JAMBI;Demam;859
2021-05-14;JAMBI;Demam;865
2021-05-16;JAMBI;Demam;867
2021-05-19;JAMBI;Demam;874
2021-05-25;JAMBI;Demam;915
2021-05-26;JAMBI;Demam;922
2021-05-29;JAMBI;Demam;944
2021-05-31;JAMBI;Demam;961
2021-06-02;JAMBI;Demam;976
2021-06-10;JAMBI;Demam;1065
2021-06-12;JAMBI;Demam;1088
2021-06-13;JAMBI;Demam;1102
2021-03-24;JAWA BARAT;Demam;24375
2021-03-28;JAWA BARAT;Demam;24679
2021-04-07;JAWA BARAT;Demam;25523
2021-04-12;JAWA BARAT;Demam;26005
2021-04-15;JAWA BARAT;Demam;26429
2021-04-16;JAWA BARAT;Demam;26529
2021-04-17;JAWA BARAT;Demam;26612
2021-04-18;JAWA BARAT;Demam;26689
2021-04-19;JAWA BARAT;Demam;26831
2021-04-20;JAWA BARAT;Demam;26971
2021-04-21;JAWA BARAT;Demam;27071
2021-04-22;JAWA BARAT;Demam;27207
2021-04-23;JAWA BARAT;Demam;27314
2021-04-24;JAWA BARAT;Demam;27377
2021-04-25;JAWA BARAT;Demam;27445
2021-04-26;JAWA BARAT;Demam;27639
2021-04-27;JAWA BARAT;Demam;27755
2021-04-30;JAWA BARAT;Demam;28121
2021-05-01;JAWA BARAT;Demam;28196
2021-05-02;JAWA BARAT;Demam;28263
2021-05-04;JAWA BARAT;Demam;28484
2021-05-06;JAWA BARAT;Demam;28687
2021-05-08;JAWA BARAT;Demam;29103
2021-05-10;JAWA BARAT;Demam;29259
2021-05-13;JAWA BARAT;Demam;29518
2021-05-14;JAWA BARAT;Demam;29579
2021-05-16;JAWA BARAT;Demam;29730
2021-05-19;JAWA BARAT;Demam;30100
2021-05-25;JAWA BARAT;Demam;30783
2021-05-26;JAWA BARAT;Demam;30849
2021-05-29;JAWA BARAT;Demam;31199
2021-05-31;JAWA BARAT;Demam;31395
2021-06-02;JAWA BARAT;Demam;31577
2021-06-10;JAWA BARAT;Demam;32552
2021-06-12;JAWA BARAT;Demam;32770
2021-06-13;JAWA BARAT;Demam;32894
2021-03-24;JAWA TENGAH;Demam;16627
2021-03-28;JAWA TENGAH;Demam;16728
2021-04-07;JAWA TENGAH;Demam;17187
2021-04-12;JAWA TENGAH;Demam;17446
2021-04-15;JAWA TENGAH;Demam;17687
2021-04-16;JAWA TENGAH;Demam;17754
2021-04-17;JAWA TENGAH;Demam;17806
2021-04-18;JAWA TENGAH;Demam;17846
2021-04-19;JAWA TENGAH;Demam;17914
2021-04-20;JAWA TENGAH;Demam;17982
2021-04-21;JAWA TENGAH;Demam;18049
2021-04-22;JAWA TENGAH;Demam;18109
2021-04-23;JAWA TENGAH;Demam;18146
2021-04-24;JAWA TENGAH;Demam;18178
2021-04-25;JAWA TENGAH;Demam;18203
2021-04-26;JAWA TENGAH;Demam;18267
2021-04-27;JAWA TENGAH;Demam;18303
2021-04-30;JAWA TENGAH;Demam;18424
2021-05-01;JAWA TENGAH;Demam;18444
2021-05-02;JAWA TENGAH;Demam;18462
2021-05-04;JAWA TENGAH;Demam;18553
2021-05-06;JAWA TENGAH;Demam;18641
2021-05-08;JAWA TENGAH;Demam;18707
2021-05-10;JAWA TENGAH;Demam;18807
2021-05-13;JAWA TENGAH;Demam;18919
2021-05-14;JAWA TENGAH;Demam;18936
2021-05-16;JAWA TENGAH;Demam;18995
2021-05-19;JAWA TENGAH;Demam;19159
2021-05-25;JAWA TENGAH;Demam;19524
2021-05-26;JAWA TENGAH;Demam;19579
2021-05-29;JAWA TENGAH;Demam;19820
2021-05-31;JAWA TENGAH;Demam;20009
2021-06-02;JAWA TENGAH;Demam;20168
2021-06-10;JAWA TENGAH;Demam;21116
2021-06-12;JAWA TENGAH;Demam;21311
2021-06-13;JAWA TENGAH;Demam;21568
2021-03-24;JAWA TIMUR;Demam;13748
2021-03-28;JAWA TIMUR;Demam;13871
2021-04-07;JAWA TIMUR;Demam;14141
2021-04-12;JAWA TIMUR;Demam;14280
2021-04-15;JAWA TIMUR;Demam;14361
2021-04-16;JAWA TIMUR;Demam;14390
2021-04-17;JAWA TIMUR;Demam;14419
2021-04-18;JAWA TIMUR;Demam;14443
2021-04-19;JAWA TIMUR;Demam;14468
2021-04-20;JAWA TIMUR;Demam;14494
2021-04-21;JAWA TIMUR;Demam;14524
2021-04-22;JAWA TIMUR;Demam;14553
2021-04-23;JAWA TIMUR;Demam;14583
2021-04-24;JAWA TIMUR;Demam;14609
2021-04-25;JAWA TIMUR;Demam;14632
2021-04-26;JAWA TIMUR;Demam;14657
2021-04-27;JAWA TIMUR;Demam;14681
2021-04-30;JAWA TIMUR;Demam;14775
2021-05-01;JAWA TIMUR;Demam;14798
2021-05-02;JAWA TIMUR;Demam;14818
2021-05-04;JAWA TIMUR;Demam;14869
2021-05-06;JAWA TIMUR;Demam;14921
2021-05-08;JAWA TIMUR;Demam;14967
2021-05-10;JAWA TIMUR;Demam;15011
2021-05-13;JAWA TIMUR;Demam;15076
2021-05-14;JAWA TIMUR;Demam;15090
2021-05-16;JAWA TIMUR;Demam;15125
2021-05-19;JAWA TIMUR;Demam;15193
2021-05-25;JAWA TIMUR;Demam;15334
2021-05-26;JAWA TIMUR;Demam;15360
2021-05-29;JAWA TIMUR;Demam;15432
2021-05-31;JAWA TIMUR;Demam;15478
2021-06-02;JAWA TIMUR;Demam;15525
2021-06-10;JAWA TIMUR;Demam;15784
2021-06-12;JAWA TIMUR;Demam;15864
2021-06-13;JAWA TIMUR;Demam;15906
2021-03-24;KALIMANTAN BARAT;Demam;565
2021-03-28;KALIMANTAN BARAT;Demam;581
2021-04-07;KALIMANTAN BARAT;Demam;617
2021-04-12;KALIMANTAN BARAT;Demam;641
2021-04-15;KALIMANTAN BARAT;Demam;667
2021-04-16;KALIMANTAN BARAT;Demam;677
2021-04-17;KALIMANTAN BARAT;Demam;687
2021-04-18;KALIMANTAN BARAT;Demam;695
2021-04-19;KALIMANTAN BARAT;Demam;695
2021-04-20;KALIMANTAN BARAT;Demam;702
2021-04-21;KALIMANTAN BARAT;Demam;712
2021-04-22;KALIMANTAN BARAT;Demam;722
2021-04-23;KALIMANTAN BARAT;Demam;731
2021-04-24;KALIMANTAN BARAT;Demam;741
2021-04-25;KALIMANTAN BARAT;Demam;745
2021-04-26;KALIMANTAN BARAT;Demam;745
2021-04-27;KALIMANTAN BARAT;Demam;750
2021-04-30;KALIMANTAN BARAT;Demam;774
2021-05-01;KALIMANTAN BARAT;Demam;784
2021-05-02;KALIMANTAN BARAT;Demam;793
2021-05-04;KALIMANTAN BARAT;Demam;805
2021-05-06;KALIMANTAN BARAT;Demam;828
2021-05-08;KALIMANTAN BARAT;Demam;849
2021-05-10;KALIMANTAN BARAT;Demam;868
2021-05-13;KALIMANTAN BARAT;Demam;901
2021-05-14;KALIMANTAN BARAT;Demam;912
2021-05-16;KALIMANTAN BARAT;Demam;928
2021-05-19;KALIMANTAN BARAT;Demam;960
2021-05-25;KALIMANTAN BARAT;Demam;1025
2021-05-26;KALIMANTAN BARAT;Demam;1037
2021-05-29;KALIMANTAN BARAT;Demam;1068
2021-05-31;KALIMANTAN BARAT;Demam;1085
2021-06-02;KALIMANTAN BARAT;Demam;1107
2021-06-10;KALIMANTAN BARAT;Demam;1191
2021-06-12;KALIMANTAN BARAT;Demam;1220
2021-06-13;KALIMANTAN BARAT;Demam;1233
2021-03-24;KALIMANTAN SELATAN;Demam;2615
2021-03-28;KALIMANTAN SELATAN;Demam;2712
2021-04-07;KALIMANTAN SELATAN;Demam;2932
2021-04-12;KALIMANTAN SELATAN;Demam;3048
2021-04-15;KALIMANTAN SELATAN;Demam;3110
2021-04-16;KALIMANTAN SELATAN;Demam;3125
2021-04-17;KALIMANTAN SELATAN;Demam;3141
2021-04-18;KALIMANTAN SELATAN;Demam;3159
2021-04-19;KALIMANTAN SELATAN;Demam;3162
2021-04-20;KALIMANTAN SELATAN;Demam;3177
2021-04-21;KALIMANTAN SELATAN;Demam;3187
2021-04-22;KALIMANTAN SELATAN;Demam;3207
2021-04-23;KALIMANTAN SELATAN;Demam;3227
2021-04-24;KALIMANTAN SELATAN;Demam;3244
2021-04-25;KALIMANTAN SELATAN;Demam;3250
2021-04-26;KALIMANTAN SELATAN;Demam;3251
2021-04-27;KALIMANTAN SELATAN;Demam;3261
2021-04-30;KALIMANTAN SELATAN;Demam;3296
2021-05-01;KALIMANTAN SELATAN;Demam;3305
2021-05-02;KALIMANTAN SELATAN;Demam;3306
2021-05-04;KALIMANTAN SELATAN;Demam;3315
2021-05-06;KALIMANTAN SELATAN;Demam;3332
2021-05-08;KALIMANTAN SELATAN;Demam;3357
2021-05-10;KALIMANTAN SELATAN;Demam;3366
2021-05-13;KALIMANTAN SELATAN;Demam;3382
2021-05-14;KALIMANTAN SELATAN;Demam;3384
2021-05-16;KALIMANTAN SELATAN;Demam;3387
2021-05-19;KALIMANTAN SELATAN;Demam;3400
2021-05-25;KALIMANTAN SELATAN;Demam;3435
2021-05-26;KALIMANTAN SELATAN;Demam;3444
2021-05-29;KALIMANTAN SELATAN;Demam;3467
2021-05-31;KALIMANTAN SELATAN;Demam;3476
2021-06-02;KALIMANTAN SELATAN;Demam;3481
2021-06-10;KALIMANTAN SELATAN;Demam;3520
2021-06-12;KALIMANTAN SELATAN;Demam;3526
2021-06-13;KALIMANTAN SELATAN;Demam;3529
2021-03-24;KALIMANTAN TENGAH;Demam;1643
2021-03-28;KALIMANTAN TENGAH;Demam;1692
2021-04-07;KALIMANTAN TENGAH;Demam;1785
2021-04-12;KALIMANTAN TENGAH;Demam;1835
2021-04-15;KALIMANTAN TENGAH;Demam;1863
2021-04-16;KALIMANTAN TENGAH;Demam;1874
2021-04-17;KALIMANTAN TENGAH;Demam;1886
2021-04-18;KALIMANTAN TENGAH;Demam;1895
2021-04-19;KALIMANTAN TENGAH;Demam;1903
2021-04-20;KALIMANTAN TENGAH;Demam;1917
2021-04-21;KALIMANTAN TENGAH;Demam;1927
2021-04-22;KALIMANTAN TENGAH;Demam;1934
2021-04-23;KALIMANTAN TENGAH;Demam;1943
2021-04-24;KALIMANTAN TENGAH;Demam;1955
2021-04-25;KALIMANTAN TENGAH;Demam;1963
2021-04-26;KALIMANTAN TENGAH;Demam;1972
2021-04-27;KALIMANTAN TENGAH;Demam;1978
2021-04-30;KALIMANTAN TENGAH;Demam;2007
2021-05-01;KALIMANTAN TENGAH;Demam;2018
2021-05-02;KALIMANTAN TENGAH;Demam;2023
2021-05-04;KALIMANTAN TENGAH;Demam;2040
2021-05-06;KALIMANTAN TENGAH;Demam;2057
2021-05-08;KALIMANTAN TENGAH;Demam;2078
2021-05-10;KALIMANTAN TENGAH;Demam;2093
