"Tanggal","Provinsi","Rentang Usia","Jumlah"
"2021-05-02","KALIMANTAN UTARA","0-5",233
"2021-05-04","KALIMANTAN UTARA","0-5",233
"2021-05-06","KALIMANTAN UTARA","0-5",233
"2021-05-08","KALIMANTAN UTARA","0-5",235
"2021-05-10","KALIMANTAN UTARA","0-5",235
"2021-05-13","KALIMANTAN UTARA","0-5",237
"2021-05-14","KALIMANTAN UTARA","0-5",238
"2021-05-16","KALIMANTAN UTARA","0-5",238
"2021-05-19","KALIMANTAN UTARA","0-5",243
"2021-05-25","KALIMANTAN UTARA","0-5",246
"2021-05-26","KALIMANTAN UTARA","0-5",246
"2021-05-29","KALIMANTAN UTARA","0-5",246
"2021-05-31","KALIMANTAN UTARA","0-5",249
"2021-06-02","KALIMANTAN UTARA","0-5",251
"2021-06-10","KALIMANTAN UTARA","0-5",254
"2021-06-12","KALIMANTAN UTARA","0-5",255
"2021-06-13","KALIMANTAN UTARA","0-5",256
"2021-03-24","KEPULAUAN BANGKA BELITUNG","0-5",399
"2021-03-28","KEPULAUAN BANGKA BELITUNG","0-5",406
"2021-04-07","KEPULAUAN BANGKA BELITUNG","0-5",432
"2021-04-12","KEPULAUAN BANGKA BELITUNG","0-5",446
"2021-04-15","KEPULAUAN BANGKA BELITUNG","0-5",455
"2021-04-16","KEPULAUAN BANGKA BELITUNG","0-5",458
"2021-04-17","KEPULAUAN BANGKA BELITUNG","0-5",458
"2021-04-18","KEPULAUAN BANGKA BELITUNG","0-5",460
"2021-04-19","KEPULAUAN BANGKA BELITUNG","0-5",464
"2021-04-20","KEPULAUAN BANGKA BELITUNG","0-5",467
"2021-04-21","KEPULAUAN BANGKA BELITUNG","0-5",472
"2021-04-22","KEPULAUAN BANGKA BELITUNG","0-5",478
"2021-04-23","KEPULAUAN BANGKA BELITUNG","0-5",486
"2021-04-24","KEPULAUAN BANGKA BELITUNG","0-5",488
"2021-04-25","KEPULAUAN BANGKA BELITUNG","0-5",494
"2021-04-26","KEPULAUAN BANGKA BELITUNG","0-5",501
"2021-04-27","KEPULAUAN BANGKA BELITUNG","0-5",506
"2021-04-30","KEPULAUAN BANGKA BELITUNG","0-5",529
"2021-05-01","KEPULAUAN BANGKA BELITUNG","0-5",539
"2021-05-02","KEPULAUAN BANGKA BELITUNG","0-5",543
"2021-05-04","KEPULAUAN BANGKA BELITUNG","0-5",548
"2021-05-06","KEPULAUAN BANGKA BELITUNG","0-5",562
"2021-05-08","KEPULAUAN BANGKA BELITUNG","0-5",582
"2021-05-10","KEPULAUAN BANGKA BELITUNG","0-5",592
"2021-05-13","KEPULAUAN BANGKA BELITUNG","0-5",610
"2021-05-14","KEPULAUAN BANGKA BELITUNG","0-5",611
"2021-05-16","KEPULAUAN BANGKA BELITUNG","0-5",612
"2021-05-19","KEPULAUAN BANGKA BELITUNG","0-5",629
"2021-05-25","KEPULAUAN BANGKA BELITUNG","0-5",678
"2021-05-26","KEPULAUAN BANGKA BELITUNG","0-5",687
"2021-05-29","KEPULAUAN BANGKA BELITUNG","0-5",706
"2021-05-31","KEPULAUAN BANGKA BELITUNG","0-5",719
"2021-06-02","KEPULAUAN BANGKA BELITUNG","0-5",727
"2021-06-10","KEPULAUAN BANGKA BELITUNG","0-5",782
"2021-06-12","KEPULAUAN BANGKA BELITUNG","0-5",789
"2021-06-13","KEPULAUAN BANGKA BELITUNG","0-5",793
"2021-03-24","KEPULAUAN RIAU","0-5",256
"2021-03-28","KEPULAUAN RIAU","0-5",261
"2021-04-07","KEPULAUAN RIAU","0-5",264
"2021-04-12","KEPULAUAN RIAU","0-5",266
"2021-04-15","KEPULAUAN RIAU","0-5",271
"2021-04-16","KEPULAUAN RIAU","0-5",274
"2021-04-17","KEPULAUAN RIAU","0-5",276
"2021-04-18","KEPULAUAN RIAU","0-5",281
"2021-04-19","KEPULAUAN RIAU","0-5",282
"2021-04-20","KEPULAUAN RIAU","0-5",284
"2021-04-21","KEPULAUAN RIAU","0-5",284
"2021-04-22","KEPULAUAN RIAU","0-5",285
"2021-04-23","KEPULAUAN RIAU","0-5",285
"2021-04-24","KEPULAUAN RIAU","0-5",286
"2021-04-25","KEPULAUAN RIAU","0-5",291
"2021-04-26","KEPULAUAN RIAU","0-5",294
"2021-04-27","KEPULAUAN RIAU","0-5",296
"2021-04-30","KEPULAUAN RIAU","0-5",310
"2021-05-01","KEPULAUAN RIAU","0-5",314
"2021-05-02","KEPULAUAN RIAU","0-5",319
"2021-05-04","KEPULAUAN RIAU","0-5",331
"2021-05-06","KEPULAUAN RIAU","0-5",340
"2021-05-08","KEPULAUAN RIAU","0-5",350
"2021-05-10","KEPULAUAN RIAU","0-5",354
"2021-05-13","KEPULAUAN RIAU","0-5",370
"2021-05-14","KEPULAUAN RIAU","0-5",373
"2021-05-16","KEPULAUAN RIAU","0-5",386
"2021-05-19","KEPULAUAN RIAU","0-5",392
"2021-05-25","KEPULAUAN RIAU","0-5",411
"2021-05-26","KEPULAUAN RIAU","0-5",418
"2021-05-29","KEPULAUAN RIAU","0-5",444
"2021-05-31","KEPULAUAN RIAU","0-5",450
"2021-06-02","KEPULAUAN RIAU","0-5",462
"2021-06-10","KEPULAUAN RIAU","0-5",515
"2021-06-12","KEPULAUAN RIAU","0-5",534
"2021-06-13","KEPULAUAN RIAU","0-5",537
"2021-03-24","LAMPUNG","0-5",269
"2021-03-28","LAMPUNG","0-5",273
"2021-04-07","LAMPUNG","0-5",280
"2021-04-12","LAMPUNG","0-5",285
"2021-04-15","LAMPUNG","0-5",287
"2021-04-16","LAMPUNG","0-5",289
"2021-04-17","LAMPUNG","0-5",290
"2021-04-18","LAMPUNG","0-5",292
"2021-04-19","LAMPUNG","0-5",296
"2021-04-20","LAMPUNG","0-5",297
"2021-04-21","LAMPUNG","0-5",297
"2021-04-22","LAMPUNG","0-5",297
"2021-04-23","LAMPUNG","0-5",298
"2021-04-24","LAMPUNG","0-5",302
"2021-04-25","LAMPUNG","0-5",302
"2021-04-26","LAMPUNG","0-5",302
"2021-04-27","LAMPUNG","0-5",303
"2021-04-30","LAMPUNG","0-5",306
"2021-05-01","LAMPUNG","0-5",306
"2021-05-02","LAMPUNG","0-5",307
"2021-05-04","LAMPUNG","0-5",308
"2021-05-06","LAMPUNG","0-5",308
"2021-05-08","LAMPUNG","0-5",308
"2021-05-10","LAMPUNG","0-5",310
"2021-05-13","LAMPUNG","0-5",313
"2021-05-14","LAMPUNG","0-5",314
"2021-05-16","LAMPUNG","0-5",318
"2021-05-19","LAMPUNG","0-5",321
"2021-05-25","LAMPUNG","0-5",329
"2021-05-26","LAMPUNG","0-5",329
"2021-05-29","LAMPUNG","0-5",336
"2021-05-31","LAMPUNG","0-5",338
"2021-06-02","LAMPUNG","0-5",339
"2021-06-10","LAMPUNG","0-5",350
"2021-06-12","LAMPUNG","0-5",354
"2021-06-13","LAMPUNG","0-5",355
"2021-03-24","MALUKU","0-5",89
"2021-03-28","MALUKU","0-5",89
"2021-04-07","MALUKU","0-5",90
"2021-04-12","MALUKU","0-5",90
"2021-04-15","MALUKU","0-5",90
"2021-04-16","MALUKU","0-5",90
"2021-04-17","MALUKU","0-5",91
"2021-04-18","MALUKU","0-5",92
"2021-04-19","MALUKU","0-5",92
"2021-04-20","MALUKU","0-5",92
"2021-04-21","MALUKU","0-5",92
"2021-04-22","MALUKU","0-5",92
"2021-04-23","MALUKU","0-5",92
"2021-04-24","MALUKU","0-5",92
"2021-04-25","MALUKU","0-5",92
"2021-04-26","MALUKU","0-5",92
"2021-04-27","MALUKU","0-5",92
"2021-04-30","MALUKU","0-5",92
"2021-05-01","MALUKU","0-5",92
"2021-05-02","MALUKU","0-5",92
"2021-05-04","MALUKU","0-5",92
"2021-05-06","MALUKU","0-5",93
"2021-05-08","MALUKU","0-5",93
"2021-05-10","MALUKU","0-5",93
"2021-05-13","MALUKU","0-5",93
"2021-05-14","MALUKU","0-5",94
"2021-05-16","MALUKU","0-5",94
"2021-05-19","MALUKU","0-5",94
"2021-05-25","MALUKU","0-5",96
"2021-05-26","MALUKU","0-5",96
"2021-05-29","MALUKU","0-5",96
"2021-05-31","MALUKU","0-5",96
"2021-06-02","MALUKU","0-5",96
"2021-06-10","MALUKU","0-5",98
"2021-06-12","MALUKU","0-5",98
"2021-06-13","MALUKU","0-5",98
"2021-03-24","MALUKU UTARA","0-5",71
"2021-03-28","MALUKU UTARA","0-5",71
"2021-04-07","MALUKU UTARA","0-5",72
"2021-04-12","MALUKU UTARA","0-5",72
"2021-04-15","MALUKU UTARA","0-5",72
"2021-04-16","MALUKU UTARA","0-5",72
"2021-04-17","MALUKU UTARA","0-5",72
"2021-04-18","MALUKU UTARA","0-5",72
"2021-04-19","MALUKU UTARA","0-5",72
"2021-04-20","MALUKU UTARA","0-5",72
"2021-04-21","MALUKU UTARA","0-5",72
"2021-04-22","MALUKU UTARA","0-5",72
"2021-04-23","MALUKU UTARA","0-5",72
"2021-04-24","MALUKU UTARA","0-5",72
"2021-04-25","MALUKU UTARA","0-5",72
"2021-04-26","MALUKU UTARA","0-5",72
"2021-04-27","MALUKU UTARA","0-5",72
"2021-04-30","MALUKU UTARA","0-5",72
"2021-05-01","MALUKU UTARA","0-5",72
"2021-05-02","MALUKU UTARA","0-5",72
"2021-05-04","MALUKU UTARA","0-5",72
"2021-05-06","MALUKU UTARA","0-5",72
"2021-05-08","MALUKU UTARA","0-5",72
"2021-05-10","MALUKU UTARA","0-5",72
"2021-05-13","MALUKU UTARA","0-5",72
"2021-05-14","MALUKU UTARA","0-5",72
"2021-05-16","MALUKU UTARA","0-5",72
"2021-05-19","MALUKU UTARA","0-5",72
"2021-05-25","MALUKU UTARA","0-5",72
"2021-05-26","MALUKU UTARA","0-5",72
"2021-05-29","MALUKU UTARA","0-5",72
"2021-05-31","MALUKU UTARA","0-5",73
"2021-06-02","MALUKU UTARA","0-5",73
"2021-06-10","MALUKU UTARA","0-5",74
"2021-06-12","MALUKU UTARA","0-5",74
"2021-06-13","MALUKU UTARA","0-5",74
"2021-03-24","NUSA TENGGARA BARAT","0-5",239
"2021-03-28","NUSA TENGGARA BARAT","0-5",245
"2021-04-07","NUSA TENGGARA BARAT","0-5",250
"2021-04-12","NUSA TENGGARA BARAT","0-5",252
"2021-04-15","NUSA TENGGARA BARAT","0-5",252
"2021-04-16","NUSA TENGGARA BARAT","0-5",254
"2021-04-17","NUSA TENGGARA BARAT","0-5",255
"2021-04-18","NUSA TENGGARA BARAT","0-5",255
"2021-04-19","NUSA TENGGARA BARAT","0-5",255
"2021-04-20","NUSA TENGGARA BARAT","0-5",255
"2021-04-21","NUSA TENGGARA BARAT","0-5",256
"2021-04-22","NUSA TENGGARA BARAT","0-5",256
"2021-04-23","NUSA TENGGARA BARAT","0-5",256
"2021-04-24","NUSA TENGGARA BARAT","0-5",256
"2021-04-25","NUSA TENGGARA BARAT","0-5",256
"2021-04-26","NUSA TENGGARA BARAT","0-5",258
"2021-04-27","NUSA TENGGARA BARAT","0-5",262
"2021-04-30","NUSA TENGGARA BARAT","0-5",267
"2021-05-01","NUSA TENGGARA BARAT","0-5",267
"2021-05-02","NUSA TENGGARA BARAT","0-5",269
"2021-05-04","NUSA TENGGARA BARAT","0-5",271
"2021-05-06","NUSA TENGGARA BARAT","0-5",271
"2021-05-08","NUSA TENGGARA BARAT","0-5",272
"2021-05-10","NUSA TENGGARA BARAT","0-5",272
"2021-05-13","NUSA TENGGARA BARAT","0-5",273
"2021-05-14","NUSA TENGGARA BARAT","0-5",273
"2021-05-16","NUSA TENGGARA BARAT","0-5",273
"2021-05-19","NUSA TENGGARA BARAT","0-5",274
"2021-05-25","NUSA TENGGARA BARAT","0-5",276
"2021-05-26","NUSA TENGGARA BARAT","0-5",277
"2021-05-29","NUSA TENGGARA BARAT","0-5",286
"2021-05-31","NUSA TENGGARA BARAT","0-5",295
"2021-06-02","NUSA TENGGARA BARAT","0-5",300
"2021-06-10","NUSA TENGGARA BARAT","0-5",323
"2021-06-12","NUSA TENGGARA BARAT","0-5",324
"2021-06-13","NUSA TENGGARA BARAT","0-5",325
"2021-03-24","NUSA TENGGARA TIMUR","0-5",226
"2021-03-28","NUSA TENGGARA TIMUR","0-5",227
"2021-04-07","NUSA TENGGARA TIMUR","0-5",240
"2021-04-12","NUSA TENGGARA TIMUR","0-5",246
"2021-04-15","NUSA TENGGARA TIMUR","0-5",248
"2021-04-16","NUSA TENGGARA TIMUR","0-5",252
"2021-04-17","NUSA TENGGARA TIMUR","0-5",252
"2021-04-18","NUSA TENGGARA TIMUR","0-5",252
"2021-04-19","NUSA TENGGARA TIMUR","0-5",252
"2021-04-20","NUSA TENGGARA TIMUR","0-5",260
"2021-04-21","NUSA TENGGARA TIMUR","0-5",264
"2021-04-22","NUSA TENGGARA TIMUR","0-5",266
"2021-04-23","NUSA TENGGARA TIMUR","0-5",266
"2021-04-24","NUSA TENGGARA TIMUR","0-5",268
"2021-04-25","NUSA TENGGARA TIMUR","0-5",267
"2021-04-26","NUSA TENGGARA TIMUR","0-5",271
"2021-04-27","NUSA TENGGARA TIMUR","0-5",273
"2021-04-30","NUSA TENGGARA TIMUR","0-5",292
"2021-05-01","NUSA TENGGARA TIMUR","0-5",292
"2021-05-02","NUSA TENGGARA TIMUR","0-5",296
"2021-05-04","NUSA TENGGARA TIMUR","0-5",299
"2021-05-06","NUSA TENGGARA TIMUR","0-5",311
"2021-05-08","NUSA TENGGARA TIMUR","0-5",321
"2021-05-10","NUSA TENGGARA TIMUR","0-5",320
"2021-05-13","NUSA TENGGARA TIMUR","0-5",325
"2021-05-14","NUSA TENGGARA TIMUR","0-5",327
"2021-05-16","NUSA TENGGARA TIMUR","0-5",327
"2021-05-19","NUSA TENGGARA TIMUR","0-5",331
"2021-05-25","NUSA TENGGARA TIMUR","0-5",334
"2021-05-26","NUSA TENGGARA TIMUR","0-5",335
"2021-05-29","NUSA TENGGARA TIMUR","0-5",338
"2021-05-31","NUSA TENGGARA TIMUR","0-5",342
"2021-06-02","NUSA TENGGARA TIMUR","0-5",348
"2021-06-10","NUSA TENGGARA TIMUR","0-5",377
"2021-06-12","NUSA TENGGARA TIMUR","0-5",382
"2021-06-13","NUSA TENGGARA TIMUR","0-5",384
"2021-03-24","PAPUA","0-5",553
"2021-03-28","PAPUA","0-5",563
"2021-04-07","PAPUA","0-5",574
"2021-04-12","PAPUA","0-5",581
"2021-04-15","PAPUA","0-5",585
"2021-04-16","PAPUA","0-5",586
"2021-04-17","PAPUA","0-5",588
"2021-04-18","PAPUA","0-5",588
"2021-04-19","PAPUA","0-5",588
"2021-04-20","PAPUA","0-5",588
"2021-04-21","PAPUA","0-5",589
"2021-04-22","PAPUA","0-5",591
"2021-04-23","PAPUA","0-5",591
"2021-04-24","PAPUA","0-5",591
"2021-04-25","PAPUA","0-5",591
"2021-04-26","PAPUA","0-5",591
"2021-04-27","PAPUA","0-5",592
"2021-04-30","PAPUA","0-5",593
"2021-05-01","PAPUA","0-5",593
"2021-05-02","PAPUA","0-5",593
"2021-05-04","PAPUA","0-5",593
"2021-05-06","PAPUA","0-5",594
"2021-05-08","PAPUA","0-5",594
"2021-05-10","PAPUA","0-5",595
"2021-05-13","PAPUA","0-5",595
"2021-05-14","PAPUA","0-5",595
"2021-05-16","PAPUA","0-5",595
"2021-05-19","PAPUA","0-5",595
"2021-05-25","PAPUA","0-5",596
"2021-05-26","PAPUA","0-5",596
"2021-05-29","PAPUA","0-5",596
"2021-05-31","PAPUA","0-5",596
"2021-06-02","PAPUA","0-5",596
"2021-06-10","PAPUA","0-5",596
"2021-06-12","PAPUA","0-5",596
"2021-06-13","PAPUA","0-5",596
"2021-03-24","PAPUA BARAT","0-5",255
"2021-03-28","PAPUA BARAT","0-5",260
"2021-04-07","PAPUA BARAT","0-5",266
"2021-04-12","PAPUA BARAT","0-5",266
"2021-04-15","PAPUA BARAT","0-5",268
"2021-04-16","PAPUA BARAT","0-5",268
"2021-04-17","PAPUA BARAT","0-5",269
"2021-04-18","PAPUA BARAT","0-5",269
"2021-04-19","PAPUA BARAT","0-5",270
"2021-04-20","PAPUA BARAT","0-5",270
"2021-04-21","PAPUA BARAT","0-5",270
"2021-04-22","PAPUA BARAT","0-5",272
"2021-04-23","PAPUA BARAT","0-5",272
"2021-04-24","PAPUA BARAT","0-5",273
"2021-04-25","PAPUA BARAT","0-5",273
"2021-04-26","PAPUA BARAT","0-5",273
"2021-04-27","PAPUA BARAT","0-5",274
"2021-04-30","PAPUA BARAT","0-5",275
"2021-05-01","PAPUA BARAT","0-5",276
"2021-05-02","PAPUA BARAT","0-5",278
"2021-05-04","PAPUA BARAT","0-5",280
"2021-05-06","PAPUA BARAT","0-5",281
"2021-05-08","PAPUA BARAT","0-5",285
"2021-05-10","PAPUA BARAT","0-5",286
"2021-05-13","PAPUA BARAT","0-5",289
"2021-05-14","PAPUA BARAT","0-5",290
"2021-05-16","PAPUA BARAT","0-5",290
"2021-05-19","PAPUA BARAT","0-5",291
"2021-05-25","PAPUA BARAT","0-5",292
"2021-05-26","PAPUA BARAT","0-5",292
"2021-05-29","PAPUA BARAT","0-5",294
"2021-05-31","PAPUA BARAT","0-5",294
"2021-06-02","PAPUA BARAT","0-5",294
"2021-06-10","PAPUA BARAT","0-5",295
"2021-06-12","PAPUA BARAT","0-5",295
"2021-06-13","PAPUA BARAT","0-5",296
"2021-03-24","RIAU","0-5",1255
"2021-03-28","RIAU","0-5",1274
"2021-04-07","RIAU","0-5",1329
"2021-04-12","RIAU","0-5",1374
"2021-04-15","RIAU","0-5",1403
"2021-04-16","RIAU","0-5",1416
"2021-04-17","RIAU","0-5",1426
"2021-04-18","RIAU","0-5",1435
"2021-04-19","RIAU","0-5",1446
"2021-04-20","RIAU","0-5",1464
"2021-04-21","RIAU","0-5",1480
"2021-04-22","RIAU","0-5",1497
"2021-04-23","RIAU","0-5",1515
"2021-04-24","RIAU","0-5",1531
"2021-04-25","RIAU","0-5",1542
"2021-04-26","RIAU","0-5",1564
"2021-04-27","RIAU","0-5",1576
"2021-04-30","RIAU","0-5",1630
"2021-05-01","RIAU","0-5",1642
"2021-05-02","RIAU","0-5",1666
"2021-05-04","RIAU","0-5",1687
"2021-05-06","RIAU","0-5",1720
"2021-05-08","RIAU","0-5",1766
"2021-05-10","RIAU","0-5",1795
"2021-05-13","RIAU","0-5",1854
"2021-05-14","RIAU","0-5",1857
"2021-05-16","RIAU","0-5",1872
"2021-05-19","RIAU","0-5",1905
"2021-05-25","RIAU","0-5",2036
"2021-05-26","RIAU","0-5",2063
"2021-05-29","RIAU","0-5",2136
"2021-05-31","RIAU","0-5",2185
"2021-06-02","RIAU","0-5",2244
"2021-06-10","RIAU","0-5",2369
"2021-06-12","RIAU","0-5",2388
"2021-06-13","RIAU","0-5",2396
"2021-03-24","SULAWESI BARAT","0-5",89
"2021-03-28","SULAWESI BARAT","0-5",90
"2021-04-07","SULAWESI BARAT","0-5",90
"2021-04-12","SULAWESI BARAT","0-5",90
"2021-04-15","SULAWESI BARAT","0-5",90
"2021-04-16","SULAWESI BARAT","0-5",90
"2021-04-17","SULAWESI BARAT","0-5",90
"2021-04-18","SULAWESI BARAT","0-5",90
"2021-04-19","SULAWESI BARAT","0-5",90
"2021-04-20","SULAWESI BARAT","0-5",90
"2021-04-21","SULAWESI BARAT","0-5",90
"2021-04-22","SULAWESI BARAT","0-5",91
"2021-04-23","SULAWESI BARAT","0-5",91
"2021-04-24","SULAWESI BARAT","0-5",91
"2021-04-25","SULAWESI BARAT","0-5",91
"2021-04-26","SULAWESI BARAT","0-5",91
"2021-04-27","SULAWESI BARAT","0-5",91
"2021-04-30","SULAWESI BARAT","0-5",91
"2021-05-01","SULAWESI BARAT","0-5",91
"2021-05-02","SULAWESI BARAT","0-5",91
"2021-05-04","SULAWESI BARAT","0-5",91
"2021-05-06","SULAWESI BARAT","0-5",91
"2021-05-08","SULAWESI BARAT","0-5",91
"2021-05-10","SULAWESI BARAT","0-5",91
"2021-05-13","SULAWESI BARAT","0-5",91
"2021-05-14","SULAWESI BARAT","0-5",91
"2021-05-16","SULAWESI BARAT","0-5",91
"2021-05-19","SULAWESI BARAT","0-5",91
"2021-05-25","SULAWESI BARAT","0-5",91
"2021-05-26","SULAWESI BARAT","0-5",91
"2021-05-29","SULAWESI BARAT","0-5",91
"2021-05-31","SULAWESI BARAT","0-5",91
"2021-06-02","SULAWESI BARAT","0-5",91
"2021-06-10","SULAWESI BARAT","0-5",91
"2021-06-12","SULAWESI BARAT","0-5",91
"2021-06-13","SULAWESI BARAT","0-5",91
"2021-03-24","SULAWESI SELATAN","0-5",1279
"2021-03-28","SULAWESI SELATAN","0-5",1289
"2021-04-07","SULAWESI SELATAN","0-5",1319
"2021-04-12","SULAWESI SELATAN","0-5",1334
"2021-04-15","SULAWESI SELATAN","0-5",1346
"2021-04-16","SULAWESI SELATAN","0-5",1348
"2021-04-17","SULAWESI SELATAN","0-5",1351
"2021-04-18","SULAWESI SELATAN","0-5",1353
"2021-04-19","SULAWESI SELATAN","0-5",1356
"2021-04-20","SULAWESI SELATAN","0-5",1362
"2021-04-21","SULAWESI SELATAN","0-5",1365
"2021-04-22","SULAWESI SELATAN","0-5",1367
"2021-04-23","SULAWESI SELATAN","0-5",1369
"2021-04-24","SULAWESI SELATAN","0-5",1370
"2021-04-25","SULAWESI SELATAN","0-5",1371
"2021-04-26","SULAWESI SELATAN","0-5",1373
"2021-04-27","SULAWESI SELATAN","0-5",1376
"2021-04-30","SULAWESI SELATAN","0-5",1384
"2021-05-01","SULAWESI SELATAN","0-5",1390
"2021-05-02","SULAWESI SELATAN","0-5",1390
"2021-05-04","SULAWESI SELATAN","0-5",1392
"2021-05-06","SULAWESI SELATAN","0-5",1392
"2021-05-08","SULAWESI SELATAN","0-5",1393
"2021-05-10","SULAWESI SELATAN","0-5",1393
"2021-05-13","SULAWESI SELATAN","0-5",1393
"2021-05-14","SULAWESI SELATAN","0-5",1393
"2021-05-16","SULAWESI SELATAN","0-5",1393
"2021-05-19","SULAWESI SELATAN","0-5",1393
"2021-05-25","SULAWESI SELATAN","0-5",1404
"2021-05-26","SULAWESI SELATAN","0-5",1404
"2021-05-29","SULAWESI SELATAN","0-5",1406
"2021-05-31","SULAWESI SELATAN","0-5",1407
"2021-06-02","SULAWESI SELATAN","0-5",1408
"2021-06-10","SULAWESI SELATAN","0-5",1421
"2021-06-12","SULAWESI SELATAN","0-5",1421
"2021-06-13","SULAWESI SELATAN","0-5",1421
"2021-03-24","SULAWESI TENGAH","0-5",213
"2021-03-28","SULAWESI TENGAH","0-5",215
"2021-04-07","SULAWESI TENGAH","0-5",226
"2021-04-12","SULAWESI TENGAH","0-5",229
"2021-04-15","SULAWESI TENGAH","0-5",233
"2021-04-16","SULAWESI TENGAH","0-5",233
"2021-04-17","SULAWESI TENGAH","0-5",237
"2021-04-18","SULAWESI TENGAH","0-5",237
"2021-04-19","SULAWESI TENGAH","0-5",244
"2021-04-20","SULAWESI TENGAH","0-5",244
"2021-04-21","SULAWESI TENGAH","0-5",244
"2021-04-22","SULAWESI TENGAH","0-5",244
"2021-04-23","SULAWESI TENGAH","0-5",244
"2021-04-24","SULAWESI TENGAH","0-5",244
"2021-04-25","SULAWESI TENGAH","0-5",245
"2021-04-26","SULAWESI TENGAH","0-5",247
"2021-04-27","SULAWESI TENGAH","0-5",250
"2021-04-30","SULAWESI TENGAH","0-5",258
"2021-05-01","SULAWESI TENGAH","0-5",259
"2021-05-02","SULAWESI TENGAH","0-5",259
"2021-05-04","SULAWESI TENGAH","0-5",261
"2021-05-06","SULAWESI TENGAH","0-5",264
"2021-05-08","SULAWESI TENGAH","0-5",265
"2021-05-10","SULAWESI TENGAH","0-5",265
"2021-05-13","SULAWESI TENGAH","0-5",267
"2021-05-14","SULAWESI TENGAH","0-5",267
"2021-05-16","SULAWESI TENGAH","0-5",267
"2021-05-19","SULAWESI TENGAH","0-5",268
"2021-05-25","SULAWESI TENGAH","0-5",270
"2021-05-26","SULAWESI TENGAH","0-5",270
"2021-05-29","SULAWESI TENGAH","0-5",271
"2021-05-31","SULAWESI TENGAH","0-5",271
"2021-06-02","SULAWESI TENGAH","0-5",272
"2021-06-10","SULAWESI TENGAH","0-5",273
"2021-06-12","SULAWESI TENGAH","0-5",273
"2021-06-13","SULAWESI TENGAH","0-5",273
"2021-03-24","SULAWESI TENGGARA","0-5",173
"2021-03-28","SULAWESI TENGGARA","0-5",173
"2021-04-07","SULAWESI TENGGARA","0-5",175
"2021-04-12","SULAWESI TENGGARA","0-5",175
"2021-04-15","SULAWESI TENGGARA","0-5",175
"2021-04-16","SULAWESI TENGGARA","0-5",176
"2021-04-17","SULAWESI TENGGARA","0-5",176
"2021-04-18","SULAWESI TENGGARA","0-5",176
"2021-04-19","SULAWESI TENGGARA","0-5",176
"2021-04-20","SULAWESI TENGGARA","0-5",176
"2021-04-21","SULAWESI TENGGARA","0-5",176
"2021-04-22","SULAWESI TENGGARA","0-5",177
"2021-04-23","SULAWESI TENGGARA","0-5",177
"2021-04-24","SULAWESI TENGGARA","0-5",177
"2021-04-25","SULAWESI TENGGARA","0-5",177
"2021-04-26","SULAWESI TENGGARA","0-5",177
"2021-04-27","SULAWESI TENGGARA","0-5",177
"2021-04-30","SULAWESI TENGGARA","0-5",177
"2021-05-01","SULAWESI TENGGARA","0-5",177
"2021-05-02","SULAWESI TENGGARA","0-5",177
"2021-05-04","SULAWESI TENGGARA","0-5",178
"2021-05-06","SULAWESI TENGGARA","0-5",178
"2021-05-08","SULAWESI TENGGARA","0-5",179
"2021-05-10","SULAWESI TENGGARA","0-5",180
"2021-05-13","SULAWESI TENGGARA","0-5",181
"2021-05-14","SULAWESI TENGGARA","0-5",181
"2021-05-16","SULAWESI TENGGARA","0-5",181
"2021-05-19","SULAWESI TENGGARA","0-5",181
"2021-05-25","SULAWESI TENGGARA","0-5",182
"2021-05-26","SULAWESI TENGGARA","0-5",182
"2021-05-29","SULAWESI TENGGARA","0-5",183
"2021-05-31","SULAWESI TENGGARA","0-5",183
"2021-06-02","SULAWESI TENGGARA","0-5",183
"2021-06-10","SULAWESI TENGGARA","0-5",186
"2021-06-12","SULAWESI TENGGARA","0-5",186
"2021-06-13","SULAWESI TENGGARA","0-5",186
"2021-03-24","SULAWESI UTARA","0-5",260
"2021-03-28","SULAWESI UTARA","0-5",262
"2021-04-07","SULAWESI UTARA","0-5",262
"2021-04-12","SULAWESI UTARA","0-5",262
"2021-04-15","SULAWESI UTARA","0-5",262
"2021-04-16","SULAWESI UTARA","0-5",262
"2021-04-17","SULAWESI UTARA","0-5",262
"2021-04-18","SULAWESI UTARA","0-5",262
"2021-04-19","SULAWESI UTARA","0-5",262
"2021-04-20","SULAWESI UTARA","0-5",262
"2021-04-21","SULAWESI UTARA","0-5",262
"2021-04-22","SULAWESI UTARA","0-5",262
"2021-04-23","SULAWESI UTARA","0-5",262
"2021-04-24","SULAWESI UTARA","0-5",262
"2021-04-25","SULAWESI UTARA","0-5",262
"2021-04-26","SULAWESI UTARA","0-5",262
"2021-04-27","SULAWESI UTARA","0-5",262
"2021-04-30","SULAWESI UTARA","0-5",262
"2021-05-01","SULAWESI UTARA","0-5",262
"2021-05-02","SULAWESI UTARA","0-5",263
"2021-05-04","SULAWESI UTARA","0-5",263
"2021-05-06","SULAWESI UTARA","0-5",263
"2021-05-08","SULAWESI UTARA","0-5",263
"2021-05-10","SULAWESI UTARA","0-5",263
"2021-05-13","SULAWESI UTARA","0-5",263
"2021-05-14","SULAWESI UTARA","0-5",263
"2021-05-16","SULAWESI UTARA","0-5",263
"2021-05-19","SULAWESI UTARA","0-5",263
"2021-05-25","SULAWESI UTARA","0-5",265
